SNP_7400005	0.0011723
SNP_7400076	0.0961562
SNP_7400112	0.429651
SNP_7400133	0.00548582
SNP_7400165	0.00010891
SNP_7400169	2.98272e-05
SNP_7400195	0.0190455
SNP_7400196	0.00575134
SNP_7400314	0.00513646
SNP_7400320	0.0253117
SNP_7400322	0.429852
SNP_7400355	0.00639379
SNP_7400409	0.0178078
SNP_7400562	0.00660333
SNP_7400565	0.00513646
SNP_7400825	0.0200844
SNP_7401029	0.130358
SNP_7401139	0.0075048
SNP_7401146	0.0180673
SNP_7401222	0.0209968
SNP_7401230	0.00762633
SNP_7401305	0.00014309
SNP_7401344	0.013166
SNP_7401502	0.00849944
SNP_7401557	0.0447478
SNP_7401581	0.00780895
SNP_7401665	0.0091781
SNP_7401703	4.88209e-05
SNP_7401786	0.0102747
SNP_7401800	0.00810269
SNP_7401818	0.00842068
SNP_7401990	0.00459544
SNP_7402088	0.0186386
SNP_7402589	0.0246451
SNP_7403264	0.012764
SNP_7403388	0.00542634
SNP_7403473	0.00757995
SNP_7403728	0.00757995
SNP_7403855	0.0254868
SNP_7403922	0.00542634
SNP_7404168	0.00839271
SNP_7404173	0.0201453
SNP_7404196	0.183298
SNP_7404205	0.0173259
SNP_7404259	0.00821149
SNP_7404323	0.199209
SNP_7404530	0.00598281
SNP_7404708	0.00535668
SNP_7404709	0.0303825
SNP_7404756	0.00187941
SNP_7405033	0.0253131
SNP_7405347	0.00542634
SNP_7405607	0.00513646
SNP_7406081	0.0135089
SNP_7406352	0.026199
SNP_7406404	0.00513646
SNP_7407169	0.133975
SNP_7407196	0.00571796
SNP_7407274	0.200053
SNP_7407319	0.00520779
SNP_7407477	0.00637967
SNP_7407532	0.00520779
SNP_7407795	0.204135
SNP_7407921	0.328785
SNP_7407995	0.204135
SNP_7408351	0.00520779
SNP_7408380	0.00520779
SNP_7408724	0.00542634
SNP_7408830	0.00573305
SNP_7409841	0.197347
SNP_7410566	0.00594052
SNP_7410567	0.0614631
SNP_7410623	0.00183729
SNP_7410636	0.00637967
SNP_7410756	0.00653143
SNP_7410862	0.00653143
SNP_7411044	0.00594052
SNP_7411133	0.06308
SNP_7411189	0.000147827
SNP_7411300	0.0641417
SNP_7411364	0.174048
SNP_7411416	0.0540197
