trait,condition,layer,SNP,chr,ps,p_wald,gene,r2
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633568,3,64633568,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633589,3,64633589,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633599,3,64633599,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633627,3,64633627,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633678,3,64633678,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633690,3,64633690,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633692,3,64633692,6.82287e-11,SORBI_3003G318650,0.897698
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633568,3,64633568,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633589,3,64633589,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633599,3,64633599,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633627,3,64633627,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633678,3,64633678,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633690,3,64633690,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,3:64633692,3,64633692,6.82287e-11,SORBI_3003G318650,0.685207
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373900,0.935611
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.930287
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373900,0.924727
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373900,0.92388
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.917487
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.914963
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373900,0.913018
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.901579
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.766344
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.759312
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.755895
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.752292
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.748873
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.745189
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.738292
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.734767
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.691138
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.689594
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.685175
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.68378
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.679533
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373800,0.675081
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G374200,0.475159
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373900,0.473324
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G371500,0.46875
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G373700,0.450337
Sum_SQDG_over_PS_log10safe,CTL,sumratio,2:73175366,2,73175366,6.470377e-10,SORBI_3002G375200,0.443754
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957035,9,50957035,3.609453e-09,SORBI_3009G153366,0.763621
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957036,9,50957036,3.609453e-09,SORBI_3009G153366,0.763621
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957035,9,50957035,3.609453e-09,SORBI_3009G153366,0.747267
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957036,9,50957036,3.609453e-09,SORBI_3009G153366,0.747267
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957035,9,50957035,3.609453e-09,SORBI_3009G152800,0.42617
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957036,9,50957036,3.609453e-09,SORBI_3009G152800,0.42617
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957035,9,50957035,3.609453e-09,SORBI_3009G152800,0.422543
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957036,9,50957036,3.609453e-09,SORBI_3009G152800,0.422543
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957035,9,50957035,3.609453e-09,SORBI_3009G152800,0.409622
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957036,9,50957036,3.609453e-09,SORBI_3009G152800,0.409622
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957035,9,50957035,3.609453e-09,SORBI_3009G153400,0.409106
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957036,9,50957036,3.609453e-09,SORBI_3009G153400,0.409106
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50956939,9,50956939,8.116075e-09,SORBI_3009G153366,0.774155
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957075,9,50957075,8.116075e-09,SORBI_3009G153366,0.774155
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50956939,9,50956939,8.116075e-09,SORBI_3009G153366,0.757591
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957075,9,50957075,8.116075e-09,SORBI_3009G153366,0.757591
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50956939,9,50956939,8.116075e-09,SORBI_3009G152800,0.432596
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957075,9,50957075,8.116075e-09,SORBI_3009G152800,0.432596
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50956939,9,50956939,8.116075e-09,SORBI_3009G152800,0.42908
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957075,9,50957075,8.116075e-09,SORBI_3009G152800,0.42908
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50956939,9,50956939,8.116075e-09,SORBI_3009G152800,0.415828
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957075,9,50957075,8.116075e-09,SORBI_3009G152800,0.415828
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50956939,9,50956939,8.116075e-09,SORBI_3009G153400,0.415411
Sum_SQDG_over_PS_log10safe,CTL,sumratio,9:50957075,9,50957075,8.116075e-09,SORBI_3009G153400,0.415411
