trait,condition,layer,SNP,chr,ps,p_wald,gene,r2
TG(18:2_20:2_22:2),LIN,individual,4:64773869,4,64773869,7.949792e-12,SORBI_3004G311000,0.783053
TG(18:2_20:2_22:2),LIN,individual,4:64773869,4,64773869,7.949792e-12,SORBI_3004G311000,0.777496
TG(18:2_20:2_22:2),LIN,individual,4:64773869,4,64773869,7.949792e-12,SORBI_3004G311000,0.772546
TG(18:2_20:2_22:2),LIN,individual,4:64773869,4,64773869,7.949792e-12,SORBI_3004G311000,0.75633
TG(18:2_20:2_22:2),LIN,individual,4:64773869,4,64773869,7.949792e-12,SORBI_3004G311000,0.745541
TG(18:2_20:2_22:2),LIN,individual,4:64773869,4,64773869,7.949792e-12,SORBI_3004G311000,0.683786
TG(18:2_20:2_22:2),LIN,individual,3:49146387,3,49146387,2.094283e-11,SORBI_3003G184666,0.933049
TG(18:2_20:2_22:2),LIN,individual,3:49146387,3,49146387,2.094283e-11,SORBI_3003G184666,0.797242
TG(18:2_20:2_22:2),LIN,individual,3:49146387,3,49146387,2.094283e-11,SORBI_3003G184699,0.789274
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184666,0.96547
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184732,0.963991
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184732,0.917771
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184732,0.906772
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184666,0.87056
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184699,0.860857
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184765,0.779732
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184800,0.779732
TG(18:2_20:2_22:2),LIN,individual,3:49451010,3,49451010,5.614322e-11,SORBI_3003G184699,0.627064
TG(18:2_20:2_22:2),LIN,individual,2:60336883,2,60336883,7.353745e-11,SORBI_3002G210500,1
TG(18:2_20:2_22:2),LIN,individual,2:60336883,2,60336883,7.353745e-11,SORBI_3002G210500,1
TG(18:2_20:2_22:2),LIN,individual,2:60336883,2,60336883,7.353745e-11,SORBI_3002G210500,0.761168
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184732,0.940598
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184732,0.940589
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184732,0.928794
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184666,0.890805
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184732,0.881567
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184666,0.798144
TG(18:2_20:2_22:2),LIN,individual,3:49205014,3,49205014,7.595432e-11,SORBI_3003G184699,0.790248
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117100,0.912511
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117100,0.902691
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117100,0.883364
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117400,0.86446
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117300,0.835623
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117300,0.826174
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117100,0.825712
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G116800,0.797487
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G116800,0.788092
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117100,0.787533
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117200,0.731569
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G117300,0.723759
TG(18:2_20:2_22:2),LIN,individual,2:14489897,2,14489897,1.109073e-10,SORBI_3002G116900,0.612464
TG(18:2_20:2_22:2),LIN,individual,3:49174724,3,49174724,1.288952e-10,SORBI_3003G184666,0.935593
TG(18:2_20:2_22:2),LIN,individual,3:49174724,3,49174724,1.288952e-10,SORBI_3003G184666,0.803829
TG(18:2_20:2_22:2),LIN,individual,3:49174724,3,49174724,1.288952e-10,SORBI_3003G184699,0.796057
TG(18:2_20:2_22:2),LIN,individual,3:49174724,3,49174724,1.288952e-10,SORBI_3003G184699,0.601652
TG(18:2_20:2_22:2),LIN,individual,3:49174927,3,49174927,1.337607e-10,SORBI_3003G184666,0.922961
TG(18:2_20:2_22:2),LIN,individual,3:49174927,3,49174927,1.337607e-10,SORBI_3003G184666,0.794112
TG(18:2_20:2_22:2),LIN,individual,3:49174927,3,49174927,1.337607e-10,SORBI_3003G184699,0.786423
TG(18:2_20:2_22:2),LIN,individual,3:49143512,3,49143512,1.422554e-10,SORBI_3003G184666,0.902842
TG(18:2_20:2_22:2),LIN,individual,3:49143512,3,49143512,1.422554e-10,SORBI_3003G184666,0.794814
TG(18:2_20:2_22:2),LIN,individual,3:49143512,3,49143512,1.422554e-10,SORBI_3003G184699,0.787197
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184666,0.975761
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184732,0.975761
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184732,0.929347
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184732,0.918394
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184666,0.87689
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184699,0.867262
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184765,0.77257
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184800,0.77257
TG(18:2_20:2_22:2),LIN,individual,3:49456984,3,49456984,1.434513e-10,SORBI_3003G184699,0.629528
TG(18:2_20:2_22:2),LIN,individual,3:49167992,3,49167992,1.87763e-10,SORBI_3003G184666,0.870491
TG(18:2_20:2_22:2),LIN,individual,3:49167992,3,49167992,1.87763e-10,SORBI_3003G184666,0.767863
TG(18:2_20:2_22:2),LIN,individual,3:49167992,3,49167992,1.87763e-10,SORBI_3003G184699,0.760492
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117100,1
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117100,1
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117100,0.981433
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117100,0.971489
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G116800,0.745366
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G116800,0.736714
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117100,0.727401
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117300,0.719029
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117300,0.709001
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117300,0.70188
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117100,0.693333
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117400,0.675732
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117400,0.658357
TG(18:2_20:2_22:2),LIN,individual,2:14477986,2,14477986,1.959224e-10,SORBI_3002G117200,0.613308
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184732,0.95436
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184732,0.943003
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184732,0.942994
TG(18:2_20:2_22:2),LIN,individual,3:49121510,3,49121510,2.321325e-10,SORBI_3003G184666,0.915792
TG(18:2_20:2_22:2),LIN,individual,3:49142927,3,49142927,2.321325e-10,SORBI_3003G184666,0.915792
TG(18:2_20:2_22:2),LIN,individual,3:49166628,3,49166628,2.321325e-10,SORBI_3003G184666,0.915792
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184666,0.915792
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184732,0.908979
TG(18:2_20:2_22:2),LIN,individual,3:49121510,3,49121510,2.321325e-10,SORBI_3003G184666,0.804677
TG(18:2_20:2_22:2),LIN,individual,3:49142927,3,49142927,2.321325e-10,SORBI_3003G184666,0.804677
TG(18:2_20:2_22:2),LIN,individual,3:49166628,3,49166628,2.321325e-10,SORBI_3003G184666,0.804677
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184666,0.804677
TG(18:2_20:2_22:2),LIN,individual,3:49121510,3,49121510,2.321325e-10,SORBI_3003G184699,0.796975
TG(18:2_20:2_22:2),LIN,individual,3:49142927,3,49142927,2.321325e-10,SORBI_3003G184699,0.796975
TG(18:2_20:2_22:2),LIN,individual,3:49166628,3,49166628,2.321325e-10,SORBI_3003G184699,0.796975
TG(18:2_20:2_22:2),LIN,individual,3:49199270,3,49199270,2.321325e-10,SORBI_3003G184699,0.796975
TG(18:2_20:2_22:2),LIN,individual,3:49121510,3,49121510,2.321325e-10,SORBI_3003G184699,0.603045
TG(18:2_20:2_22:2),LIN,individual,3:49142927,3,49142927,2.321325e-10,SORBI_3003G184699,0.603045
TG(18:2_20:2_22:2),LIN,individual,3:49166628,3,49166628,2.321325e-10,SORBI_3003G184699,0.603045
