trait,condition,layer,SNP,chr,ps,p_wald,gene,r2
TG(16:1_16:1_22:5),LIN,individual,3:29153705,3,29153705,3.343361e-39,SORBI_3003G169600,1
TG(16:1_16:1_22:5),LIN,individual,3:29153705,3,29153705,3.343361e-39,SORBI_3003G169600,1
TG(16:1_16:1_22:5),LIN,individual,3:29153771,3,29153771,3.343361e-39,SORBI_3003G169600,1
TG(16:1_16:1_22:5),LIN,individual,3:29153771,3,29153771,3.343361e-39,SORBI_3003G169600,1
TG(16:1_16:1_22:5),LIN,individual,3:29153767,3,29153767,7.577832e-20,SORBI_3003G169600,1
TG(16:1_16:1_22:5),LIN,individual,3:29153767,3,29153767,7.577832e-20,SORBI_3003G169600,1
TG(16:1_16:1_22:5),LIN,individual,5:6733072,5,6733072,5.129752e-09,SORBI_3005G061900,1
TG(16:1_16:1_22:5),LIN,individual,5:6733072,5,6733072,5.129752e-09,SORBI_3005G061900,1
TG(16:1_16:1_22:5),LIN,individual,5:6733072,5,6733072,5.129752e-09,SORBI_3005G061900,0.79798
TG(16:1_16:1_22:5),LIN,individual,3:44531950,3,44531950,6.890542e-09,SORBI_3003G175950,0.872774
TG(16:1_16:1_22:5),LIN,individual,3:44538743,3,44538743,6.890542e-09,SORBI_3003G175950,0.872774
