trait,condition,layer,SNP,chr,ps,p_wald,gene,r2
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006400,1
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006400,1
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007500,0.793411
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007133,0.785113
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006600,0.767863
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006700,0.767863
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007200,0.763158
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007100,0.759068
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006900,0.747773
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006966,0.747773
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007200,0.733829
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007200,0.730987
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007300,0.729531
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007032,0.729229
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007200,0.726189
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G006800,0.720903
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007100,0.720848
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007200,0.719346
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007133,0.715189
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008400,0.703561
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008500,0.703561
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008500,0.70351
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008500,0.703459
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007400,0.695968
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008500,0.684943
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008800,0.674951
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G009100,0.674951
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.67478
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008800,0.667893
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G007200,0.661862
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008800,0.660971
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008500,0.656515
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G009000,0.656515
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008500,0.649505
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008300,0.647918
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.641012
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.640954
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.631166
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.629966
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.629907
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G005300,0.623982
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.619546
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.619045
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.608223
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.608158
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008900,0.600496
Sum_FA_over_MGDG_log10safe,LIN,sumratio,4:541907,4,541907,5.830155e-11,SORBI_3004G008400,0.600473
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089200,0.991722
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089100,0.983209
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089200,0.974648
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089200,0.951846
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089000,0.949249
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089000,0.940583
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088800,0.937627
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089100,0.924864
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089100,0.911255
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088800,0.890121
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088900,0.890121
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088800,0.881511
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088800,0.878156
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088900,0.864438
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088800,0.782194
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G087200,0.723817
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G089300,0.717768
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088600,0.694733
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088600,0.691706
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088700,0.681741
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G087100,0.651766
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G087000,0.643416
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G087200,0.643416
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G087200,0.635249
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G088600,0.625765
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7773418,3,7773418,9.663194e-10,SORBI_3003G087200,0.602902
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7732730,3,7732730,1.603512e-09,SORBI_3003G088800,1
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7732730,3,7732730,1.603512e-09,SORBI_3003G088800,1
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7732730,3,7732730,1.603512e-09,SORBI_3003G088900,1
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7739242,3,7739242,1.603512e-09,SORBI_3003G088800,1
Sum_FA_over_MGDG_log10safe,LIN,sumratio,3:7739242,3,7739242,1.603512e-09,SORBI_3003G088900,1
