pathway_id	pathway_name	pathway_bg_count	pathway_test_count	expected	fold_enrichment	p_value	overlap_genes	p_adj_bh
path:sbi00190	Oxidative phosphorylation - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3001G230050;SORBI_3001G435400;SORBI_3002G072600;SORBI_3007G172300;SORBI_3010G032600	0.999228044077038
path:sbi00220	Arginine biosynthesis - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3001G397000;SORBI_3002G009300;SORBI_3004G003900;SORBI_3004G275600;SORBI_3010G080300	0.999228044077038
path:sbi00230	Purine metabolism - Sorghum bicolor (sorghum)	10	10	8.55593888615081	1.16877880184332	0.209433207168748	SORBI_3001G116500;SORBI_3001G230200;SORBI_3002G009300;SORBI_3002G072300;SORBI_3005G099500;SORBI_3006G278500;SORBI_3007G171600;SORBI_3008G123600;SORBI_3009G104800;SORBI_3010G054600	0.999228044077038
path:sbi00460	Cyanoamino acid metabolism - Sorghum bicolor (sorghum)	7	7	5.98915722030557	1.16877880184332	0.335052843949124	SORBI_3001G012000;SORBI_3001G012400;SORBI_3003G373600;SORBI_3006G016900;SORBI_3006G243200;SORBI_3010G170300;SORBI_3010G172200	0.999228044077038
path:sbi00900	Terpenoid backbone biosynthesis - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3001G434700;SORBI_3002G262900;SORBI_3003G122100;SORBI_3007G207600;SORBI_3010G032900	0.999228044077038
path:sbi01232	Nucleotide metabolism - Sorghum bicolor (sorghum)	9	9	7.70034499753573	1.16877880184332	0.244965303115733	SORBI_3001G230200;SORBI_3002G072300;SORBI_3002G257200;SORBI_3003G110400;SORBI_3005G099500;SORBI_3006G278500;SORBI_3008G123600;SORBI_3009G104800;SORBI_3010G054600	0.999228044077038
path:sbi03020	RNA polymerase - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3002G000300;SORBI_3005G100500;SORBI_3006G017600;SORBI_3008G098600;SORBI_3010G185100	0.999228044077038
path:sbi03022	Basal transcription factors - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3001G435100;SORBI_3003G155700;SORBI_3004G059400;SORBI_3008G077700;SORBI_3010G055800	0.999228044077038
path:sbi03030	DNA replication - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3004G049200;SORBI_3004G059300;SORBI_3004G331600;SORBI_3005G110535;SORBI_3009G087000	0.999228044077038
path:sbi04146	Peroxisome - Sorghum bicolor (sorghum)	9	9	7.70034499753573	1.16877880184332	0.244965303115733	SORBI_3001G230100;SORBI_3002G111200;SORBI_3002G166300;SORBI_3004G097200;SORBI_3004G106700;SORBI_3006G213700;SORBI_3007G172400;SORBI_3007G217000;SORBI_3008G109000	0.999228044077038
path:sbi04517	IgSF CAM signaling - Sorghum bicolor (sorghum)	7	7	5.98915722030557	1.16877880184332	0.335052843949124	SORBI_3002G338800;SORBI_3003G185300;SORBI_3003G372200;SORBI_3004G017900;SORBI_3004G053300;SORBI_3004G192700;SORBI_3010G096100	0.999228044077038
path:sbi04519	Cadherin signaling - Sorghum bicolor (sorghum)	5	5	4.27796944307541	1.16877880184332	0.458117127090016	SORBI_3004G017900;SORBI_3005G145201;SORBI_3005G183200;SORBI_3010G051500;SORBI_3010G096100	0.999228044077038
path:sbi00591	Linoleic acid metabolism - Sorghum bicolor (sorghum)	6	6	5.13356333169049	1.16877880184332	0.39179878803993	SORBI_3001G041900;SORBI_3001G120400;SORBI_3001G125800;SORBI_3001G483400;SORBI_3003G385500;SORBI_3003G385900	0.999228044077038
path:sbi03008	Ribosome biogenesis in eukaryotes - Sorghum bicolor (sorghum)	6	6	5.13356333169049	1.16877880184332	0.39179878803993	SORBI_3001G052400;SORBI_3001G401400;SORBI_3001G440700;SORBI_3002G010300;SORBI_3004G140600;SORBI_3004G349700	0.999228044077038
path:sbi03420	Nucleotide excision repair - Sorghum bicolor (sorghum)	6	6	5.13356333169049	1.16877880184332	0.39179878803993	SORBI_3002G000300;SORBI_3003G107500;SORBI_3004G049200;SORBI_3004G059300;SORBI_3006G017600;SORBI_3010G055800	0.999228044077038
path:sbi04120	Ubiquitin mediated proteolysis - Sorghum bicolor (sorghum)	8	8	6.84475110892065	1.16877880184332	0.286501665275982	SORBI_3001G136900;SORBI_3001G333100;SORBI_3003G089000;SORBI_3005G040900;SORBI_3005G120700;SORBI_3008G004600;SORBI_3009G086200;SORBI_3010G125500	0.999228044077038
path:sbi00500	Starch and sucrose metabolism - Sorghum bicolor (sorghum)	13	12	11.1227205519961	1.07887274016306	0.419829281135455	SORBI_3001G099100;SORBI_3001G100000;SORBI_3001G116500;SORBI_3001G226600;SORBI_3001G293800;SORBI_3001G384600;SORBI_3002G116000;SORBI_3003G386000;SORBI_3004G017700;SORBI_3006G063600;SORBI_3010G095000;SORBI_3010G170300	0.999228044077038
path:sbi01250	Biosynthesis of nucleotide sugars - Sorghum bicolor (sorghum)	12	11	10.267126663381	1.07138056835637	0.464989358114624	SORBI_3001G026000;SORBI_3001G100000;SORBI_3001G116500;SORBI_3001G247600;SORBI_3002G029800;SORBI_3003G355200;SORBI_3003G386000;SORBI_3004G047400;SORBI_3008G016900;SORBI_3009G112600;SORBI_3010G095000	0.999228044077038
path:sbi00100	Steroid biosynthesis - Sorghum bicolor (sorghum)	10	9	8.55593888615081	1.05190092165899	0.564754166638599	SORBI_3001G041900;SORBI_3001G049600;SORBI_3002G264300;SORBI_3003G106300;SORBI_3003G106800;SORBI_3003G107400;SORBI_3003G107600;SORBI_3004G140300;SORBI_3008G025700	0.999228044077038
path:sbi00940	Phenylpropanoid biosynthesis - Sorghum bicolor (sorghum)	35	31	29.9457861015278	1.03520408163265	0.415157618591421	SORBI_3001G045400;SORBI_3001G189200;SORBI_3001G293000;SORBI_3001G293200;SORBI_3001G314000;SORBI_3001G314100;SORBI_3001G328100;SORBI_3001G360400;SORBI_3001G528100;SORBI_3002G003700;SORBI_3002G009600;SORBI_3002G158900;SORBI_3003G082800;SORBI_3003G082900;SORBI_3003G120900;SORBI_3003G167300;SORBI_3003G203600;SORBI_3004G049800;SORBI_3006G243600;SORBI_3007G089900;SORBI_3009G112500;SORBI_3009G113700;SORBI_3010G052200;SORBI_3010G128300;SORBI_3010G128400;SORBI_3010G128700;SORBI_3010G140700;SORBI_3010G149700;SORBI_3010G161600;SORBI_3010G162000;SORBI_3010G214900	0.999228044077038
path:sbi01230	Biosynthesis of amino acids - Sorghum bicolor (sorghum)	17	15	14.5450961064564	1.03127541339116	0.545994364195379	SORBI_3001G384100;SORBI_3001G397000;SORBI_3001G401700;SORBI_3003G119900;SORBI_3003G373600;SORBI_3003G393900;SORBI_3004G275600;SORBI_3005G056400;SORBI_3005G101400;SORBI_3006G016900;SORBI_3006G217000;SORBI_3010G080300;SORBI_3010G090100;SORBI_3010G147500;SORBI_3010G214100	0.999228044077038
path:sbi04144	Endocytosis - Sorghum bicolor (sorghum)	15	13	12.8339083292262	1.01294162826421	0.62868000436267	SORBI_3001G035400;SORBI_3001G052700;SORBI_3001G158300;SORBI_3003G077900;SORBI_3003G365300;SORBI_3004G047400;SORBI_3004G275700;SORBI_3008G088200;SORBI_3008G100600;SORBI_3008G103300;SORBI_3008G136000;SORBI_3010G130000;SORBI_3010G163600	0.999228044077038
path:sbi00051	Fructose and mannose metabolism - Sorghum bicolor (sorghum)	7	6	5.98915722030557	1.00181040157999	0.732274452584763	SORBI_3003G355200;SORBI_3003G386000;SORBI_3003G393900;SORBI_3005G056400;SORBI_3010G095000;SORBI_3010G130300	0.999228044077038
path:sbi00061	Fatty acid biosynthesis - Sorghum bicolor (sorghum)	7	6	5.98915722030557	1.00181040157999	0.732274452584763	SORBI_3001G265300;SORBI_3002G111500;SORBI_3002G256900;SORBI_3009G152800;SORBI_3010G073500;SORBI_3010G180400	0.999228044077038
path:sbi00240	Pyrimidine metabolism - Sorghum bicolor (sorghum)	7	6	5.98915722030557	1.00181040157999	0.732274452584763	SORBI_3002G072300;SORBI_3002G257200;SORBI_3003G110400;SORBI_3005G099500;SORBI_3008G123600;SORBI_3010G054600	0.999228044077038
path:sbi03050	Proteasome - Sorghum bicolor (sorghum)	7	6	5.98915722030557	1.00181040157999	0.732274452584763	SORBI_3001G157800;SORBI_3002G263800;SORBI_3002G279000;SORBI_3004G066800;SORBI_3004G353200;SORBI_3010G182000	0.999228044077038
path:sbi04814	Motor proteins - Sorghum bicolor (sorghum)	7	6	5.98915722030557	1.00181040157999	0.732274452584763	SORBI_3001G022800;SORBI_3001G177900;SORBI_3002G338800;SORBI_3003G185300;SORBI_3004G053300;SORBI_3004G192700	0.999228044077038
path:sbi04075	Plant hormone signal transduction - Sorghum bicolor (sorghum)	33	28	28.2345983242977	0.99169110459433	0.66132876780128	SORBI_3001G113800;SORBI_3001G168400;SORBI_3001G259300;SORBI_3001G259400;SORBI_3001G259600;SORBI_3001G393500;SORBI_3001G439000;SORBI_3002G023300;SORBI_3002G114800;SORBI_3003G081000;SORBI_3003G225200;SORBI_3003G368300;SORBI_3003G409000;SORBI_3004G104900;SORBI_3004G113800;SORBI_3004G311500;SORBI_3005G111000;SORBI_3006G216400;SORBI_3006G217800;SORBI_3006G273200;SORBI_3007G156900;SORBI_3008G015600;SORBI_3008G071200;SORBI_3008G110700;SORBI_3009G152100;SORBI_3010G051800;SORBI_3010G146400;SORBI_3010G224501	0.999228044077038
path:sbi04145	Phagocytosis - Sorghum bicolor (sorghum)	13	11	11.1227205519961	0.988966678482808	0.713369781500051	SORBI_3001G114000;SORBI_3001G435400;SORBI_3002G338800;SORBI_3003G185300;SORBI_3004G017900;SORBI_3004G053300;SORBI_3004G192700;SORBI_3004G334900;SORBI_3008G018500;SORBI_3010G096100;SORBI_3010G213400	0.999228044077038
path:sbi00520	Amino sugar and nucleotide sugar metabolism - Sorghum bicolor (sorghum)	19	16	16.2562838836865	0.984234780499636	0.709979127583161	SORBI_3001G026000;SORBI_3001G100000;SORBI_3001G116500;SORBI_3001G247600;SORBI_3001G338400;SORBI_3001G384200;SORBI_3002G029800;SORBI_3002G274700;SORBI_3003G355200;SORBI_3003G386000;SORBI_3005G110600;SORBI_3008G016900;SORBI_3008G017800;SORBI_3008G022500;SORBI_3009G112600;SORBI_3010G095000	0.999228044077038
